Time_Index,Demand_MW_z1,Demand_MW_z2,Demand_MW_z3,Demand_H2_z1,Demand_H2_z2,Demand_H2_z3
515,10483,2994,1429,846.9153,4982.5017,1876.479
516,10481,2993,1428,901.9098,5307.4692,1998.8001
517,10418,2975,1420,928.5738,5463.4536,2057.4609
518,10339,2953,1409,910.9089,5359.464,2018.1315
519,10308,2944,1405,901.9098,5307.4692,1998.8001
520,10326,2949,1408,864.5802,5086.4913,1915.4751
521,10808,3086,1474,820.2513,4826.5173,1817.4849
522,11527,3292,1571,725.2608,4267.5732,1607.1726
523,11531,3293,1572,603.9396,3552.978,1337.8662
524,11320,3233,1544,460.2873,2708.3958,1019.898
525,10905,3115,1487,349.965,2058.4608,775.2558
526,10222,2920,1393,243.9756,1434.8565,540.2793
527,9458,2701,1289,150.9849,888.9111,334.6332
528,8683,2479,1184,89.3244,524.9475,197.6469
529,8126,2321,1108,82.9917,488.9511,184.3149
530,7842,2239,1069,59.994,353.298,132.9867
531,7727,2207,1054,55.3278,325.9674,122.6544
532,7733,2209,1055,81.9918,482.2851,181.6485
533,7973,2277,1087,147.6519,869.5797,327.3006
534,8704,2485,1186,242.3091,1426.524,537.2796
535,10034,2865,1368,365.9634,2153.4513,810.9189
536,10781,3079,1469,499.95,2941.3725,1107.5559
537,10942,3126,1492,631.6035,3715.6284,1399.1934
538,11033,3151,1504,700.5966,4123.2543,1552.8447
539,11119,3176,1516,722.5944,4252.2414,1601.5065
540,11103,3170,1514,753.9246,4435.5564,1670.4996
541,10996,3140,1499,802.2531,4720.8612,1777.8222
542,10921,3119,1489,838.2495,4931.5068,1857.1476
543,10803,3085,1473,877.2456,5162.4837,1944.1389
544,10808,3086,1474,899.2434,5291.4708,1992.8007
545,11301,3227,1540,855.5811,5033.4966,1895.4771
546,12019,3432,1639,774.5892,4557.8775,1716.495
547,11919,3404,1625,642.9357,3783.6216,1424.8575
548,11541,3296,1574,497.6169,2927.7072,1102.5564
549,10997,3140,1499,379.962,2234.7765,841.5825
550,10197,2912,1390,294.3039,1732.1601,652.2681
551,9194,2625,1253,206.646,1215.8784,457.9542
552,8285,2366,1130,131.6535,774.2559,291.6375
553,7707,2201,1050,56.3277,330.6336,124.6542
554,7341,2097,1000,41.3292,242.6424,91.3242
555,7162,2045,976,57.9942,341.6325,128.6538
556,7116,2032,970,134.9865,793.9206,298.9701
557,7319,2090,998,290.3043,1708.8291,643.6023
558,7994,2283,1090,466.62,2745.3921,1033.8966
559,9337,2666,1273,577.2756,3395.6604,1278.8721
560,10078,2878,1374,661.6005,3891.9441,1465.5201
561,10153,2900,1384,696.9303,4101.5898,1544.5122
562,10111,2888,1378,666.9333,3924.9408,1478.1855
563,10123,2891,1380,663.267,3902.943,1469.853
564,10081,2879,1374,687.5979,4046.262,1523.8476
565,9965,2846,1358,730.9269,4299.9033,1619.1714
566,9889,2825,1348,758.9241,4465.2201,1681.4985
567,9783,2794,1333,820.5846,4829.1837,1818.4848
568,9791,2796,1335,871.2462,5126.8206,1930.8069
569,10281,2936,1402,846.9153,4983.5016,1876.8123
570,11182,3194,1525,796.2537,4685.8647,1764.4902
571,11192,3196,1526,655.9344,3858.9474,1453.188
572,10926,3120,1489,481.6185,2833.3833,1067.2266
573,10493,2997,1430,348.6318,2050.7949,772.2561
574,9776,2792,1332,262.3071,1543.5123,581.2752
575,8880,2536,1211,155.6511,915.2418,344.6322
576,8042,2297,1096,87.9912,518.2815,194.9805
577,7503,2143,1023,58.6608,345.2988,129.987
578,7232,2065,986,42.9957,253.308,95.3238
579,7111,2031,969,60.6606,356.9643,134.3199
580,7117,2033,970,140.9859,828.9171,311.9688
581,7346,2098,1001,303.303,1784.4882,671.9328
582,8087,2309,1102,487.2846,2866.38,1079.5587
583,9490,2710,1294,602.6064,3545.6454,1335.1998
584,10273,2934,1401,690.5976,4063.5936,1530.1803
585,10338,2952,1409,727.9272,4282.2384,1612.8387
586,10396,2969,1418,696.597,4098.2568,1543.179
587,10443,2982,1424,692.5974,4075.2591,1534.5132
588,10416,2975,1420,717.9282,4224.9108,1591.1742
589,10312,2945,1406,762.9237,4489.551,1690.8309
590,10256,2929,1398,792.2541,4662.2004,1755.8244
591,10138,2895,1383,856.9143,5042.1624,1898.8101
592,10122,2891,1380,909.909,5353.1313,2015.7984
593,10578,3021,1442,884.2449,5203.4796,1959.4707
594,11573,3306,1578,831.5835,4892.5107,1842.4824
595,11640,3325,1587,684.5982,4029.2637,1517.1816
596,11375,3249,1551,502.9497,2958.3708,1114.2219
597,10958,3130,1494,363.9636,2141.1192,806.2527
598,10211,2916,1392,273.9726,1611.5055,606.9393
599,9243,2639,1260,162.3171,955.5711,359.964
600,8385,2394,1143,91.9908,540.9459,203.6463
601,7825,2235,1067,61.9938,364.9635,137.3196
602,7539,2153,1028,45.3288,267.6399,100.6566
603,7404,2114,1010,63.9936,376.9623,141.9858
604,7398,2113,1009,148.6518,875.5791,329.6337
605,7632,2180,1040,320.3013,1884.8115,709.929
606,8343,2383,1137,514.6152,3028.0305,1140.2193
607,9737,2780,1328,636.603,3745.2921,1410.5256
608,10482,2994,1429,729.5937,4292.5707,1616.505
609,10532,3008,1436,768.9231,4523.5476,1703.4963
610,10500,2999,1432,735.5931,4329.2337,1630.1703
611,10474,2991,1428,731.5935,4304.9028,1621.1712
612,10405,2972,1418,758.5908,4462.887,1680.4986
613,10322,2948,1407,805.9194,4742.5257,1785.8214
614,10314,2945,1406,836.9163,4924.8408,1854.8145
615,10285,2937,1402,905.2428,5326.134,2005.7994
616,10364,2960,1413,960.9039,5654.4345,2129.4537
617,10868,3104,1482,934.2399,5496.4503,2069.793
618,11660,3330,1590,878.2455,5168.1498,1946.1387
619,11630,3321,1585,723.261,4256.241,1602.8397
620,11361,3245,1549,531.2802,3125.3541,1176.8823
621,10911,3116,1488,384.2949,2261.7738,851.9148
622,10191,2910,1389,289.3044,1702.4964,641.2692
623,9244,2640,1260,171.6495,1009.2324,379.962
624,8396,2398,1145,96.9903,571.6095,215.3118
625,7822,2234,1066,95.3238,561.6105,211.6455
626,7494,2140,1021,67.3266,396.2937,149.3184
627,7343,2097,1001,65.3268,383.6283,144.6522
628,7289,2082,994,91.3242,538.2795,202.6464
629,7482,2137,1020,169.6497,998.2335,375.9624
630,8142,2325,1110,278.6388,1639.1694,617.2716
631,9388,2681,1280,422.9577,2488.7511,937.2396
632,10233,2922,1395,574.6092,3379.9953,1272.8727
633,10494,2997,1431,728.2605,4285.2381,1613.8386
634,10665,3046,1454,806.586,4745.5254,1787.1546
635,10780,3079,1469,832.5834,4899.8433,1845.1488
636,10817,3089,1474,870.9129,5123.8209,1929.4737
637,10743,3068,1464,925.2408,5444.7888,2050.4616
638,10657,3044,1453,965.9034,5682.765,2140.1193
639,10516,3003,1434,1013.232,5962.0704,2245.1088
640,10468,2990,1427,1039.5627,6116.3883,2303.4363
641,10788,3081,1471,987.9012,5812.0854,2188.7811
642,11254,3214,1535,893.5773,5257.1409,1979.802
643,11088,3167,1512,742.5924,4368.5631,1645.1688
644,10715,3060,1461,577.2756,3396.6603,1279.2054
645,10312,2945,1406,440.6226,2591.7408,975.9024
646,9767,2790,1332,343.9656,2023.131,761.9238
647,9041,2582,1232,239.976,1412.5254,531.9468
648,8305,2372,1132,155.3178,913.5753,343.9656
649,7713,2203,1051,95.9904,565.2768,212.9787
650,7356,2101,1003,123.6543,727.2606,273.9726
651,7174,2048,978,45.3288,266.3067,100.3233
652,7106,2029,969,70.6596,415.9584,156.651
653,7170,2048,978,131.9868,776.9223,292.6374
654,7470,2134,1019,216.645,1274.8725,479.952
655,7989,2282,1089,330.9669,1947.1386,733.26
656,8543,2439,1165,468.6198,2756.391,1038.2295
657,9129,2607,1245,612.2721,3602.973,1356.8643
658,9504,2715,1296,787.9212,4636.5363,1746.1587
659,9671,2762,1318,900.2433,5296.4703,1994.4672
660,9578,2735,1306,923.241,5433.4566,2046.1287
661,9397,2684,1281,919.2414,5408.4591,2036.7963
662,9152,2614,1247,891.5775,5246.4753,1975.8024
663,9002,2571,1227,872.5794,5134.4865,1933.4733
664,9005,2572,1227,834.5832,4910.5089,1849.1484
665,9435,2694,1287,794.2539,4673.8659,1760.1573
666,10341,2953,1410,711.9288,4188.2478,1577.1756
667,10416,2975,1420,612.2721,3602.973,1356.8643
668,10112,2888,1378,489.6177,2881.0452,1084.8915
669,9802,2800,1337,390.2943,2295.7704,864.5802
670,9331,2665,1272,303.303,1785.4881,672.2661
671,8730,2493,1190,218.6448,1287.2046,484.9515
672,8088,2310,1103,148.9851,876.579,329.967
673,7567,2161,1031,53.9946,316.9683,119.3214
674,7254,2072,989,40.6626,238.9761,89.991
675,7088,2024,966,58.3275,342.9657,129.3204
676,7034,2008,959,133.32,784.9215,295.6371
677,7101,2028,968,274.6392,1616.505,608.9391
678,7312,2089,997,446.9553,2630.4036,990.5676
679,7699,2199,1050,559.6107,3293.004,1240.2093
680,8090,2310,1103,641.2692,3773.9559,1421.1912
681,8673,2477,1182,674.5992,3968.9364,1494.5172
682,9069,2590,1236,714.2619,4202.913,1582.8417
683,9285,2652,1266,846.9153,4982.5017,1876.479
684,9361,2674,1276,901.9098,5307.4692,1998.8001
685,9332,2665,1272,928.5738,5463.4536,2057.4609
686,9237,2638,1259,910.9089,5359.464,2018.1315
687,9137,2610,1246,901.9098,5307.4692,1998.8001
688,9177,2621,1251,864.5802,5086.4913,1915.4751
689,9706,2772,1323,820.2513,4826.5173,1817.4849
690,10782,3079,1470,725.2608,4267.5732,1607.1726
691,10950,3127,1493,603.9396,3552.978,1337.8662
692,10691,3053,1458,460.2873,2708.3958,1019.898
693,10288,2938,1403,349.965,2058.4608,775.2558
694,9638,2753,1314,243.9756,1434.8565,540.2793
695,8849,2527,1206,150.9849,888.9111,334.6332
696,8115,2318,1106,89.3244,524.9475,197.6469
697,7619,2176,1039,82.9917,488.9511,184.3149
698,7374,2106,1005,59.994,353.298,132.9867
699,7278,2079,992,55.3278,325.9674,122.6544
700,7307,2087,996,81.9918,482.2851,181.6485
701,7571,2162,1032,147.6519,869.5797,327.3006
702,8318,2375,1134,242.3091,1426.524,537.2796
703,9726,2778,1326,365.9634,2153.4513,810.9189
704,10481,2993,1428,499.95,2941.3725,1107.5559
705,10580,3021,1443,631.6035,3715.6284,1399.1934
706,10670,3047,1454,700.5966,4123.2543,1552.8447
707,10661,3045,1454,722.5944,4252.2414,1601.5065
708,10615,3031,1447,753.9246,4435.5564,1670.4996
709,10532,3008,1436,802.2531,4720.8612,1777.8222
710,10454,2985,1425,838.2495,4931.5068,1857.1476
711,10343,2954,1410,877.2456,5162.4837,1944.1389
712,10379,2965,1415,899.2434,5291.4708,1992.8007
713,10817,3089,1474,855.5811,5033.4966,1895.4771
714,11845,3383,1615,774.5892,4557.8775,1716.495
715,11974,3420,1633,642.9357,3783.6216,1424.8575
716,11692,3339,1594,497.6169,2927.7072,1102.5564
717,11253,3214,1535,379.962,2234.7765,841.5825
718,10485,2995,1429,294.3039,1732.1601,652.2681
719,9509,2715,1297,206.646,1215.8784,457.9542
720,8633,2465,1176,131.6535,774.2559,291.6375
721,8084,2309,1102,56.3277,330.6336,124.6542
722,7784,2224,1061,41.3292,242.6424,91.3242
723,7640,2182,1041,57.9942,341.6325,128.6538
724,7626,2178,1040,134.9865,793.9206,298.9701
725,7846,2241,1070,290.3043,1708.8291,643.6023
726,8557,2444,1166,466.62,2745.3921,1033.8966
727,9910,2830,1351,577.2756,3395.6604,1278.8721
728,10659,3044,1454,661.6005,3891.9441,1465.5201
729,10732,3065,1463,696.9303,4101.5898,1544.5122
730,10721,3061,1462,666.9333,3924.9408,1478.1855
731,10670,3047,1454,663.267,3902.943,1469.853
732,10547,3012,1438,687.5979,4046.262,1523.8476
733,10366,2960,1414,730.9269,4299.9033,1619.1714
734,10220,2919,1393,758.9241,4465.2201,1681.4985
735,10048,2870,1370,820.5846,4829.1837,1818.4848
736,9990,2853,1362,871.2462,5126.8206,1930.8069
737,10334,2951,1408,846.9153,4983.5016,1876.8123
738,11293,3226,1540,796.2537,4685.8647,1764.4902
739,11423,3262,1557,655.9344,3858.9474,1453.188
740,11148,3184,1520,481.6185,2833.3833,1067.2266
741,10694,3054,1458,348.6318,2050.7949,772.2561
742,9971,2848,1359,262.3071,1543.5123,581.2752
743,9016,2574,1229,155.6511,915.2418,344.6322
744,8164,2332,1113,87.9912,518.2815,194.9805
745,7617,2175,1038,58.6608,345.2988,129.987
746,7315,2089,997,42.9957,253.308,95.3238
747,7170,2048,977,60.6606,356.9643,134.3199
748,7170,2048,978,140.9859,828.9171,311.9688
749,7373,2105,1005,303.303,1784.4882,671.9328
750,8095,2312,1104,487.2846,2866.38,1079.5587
751,9447,2698,1288,602.6064,3545.6454,1335.1998
752,10228,2921,1394,690.5976,4063.5936,1530.1803
753,10305,2943,1405,727.9272,4282.2384,1612.8387
754,10312,2945,1406,696.597,4098.2568,1543.179
755,10304,2943,1405,692.5974,4075.2591,1534.5132
756,10283,2937,1402,717.9282,4224.9108,1591.1742
757,10177,2906,1388,762.9237,4489.551,1690.8309
758,10079,2879,1374,792.2541,4662.2004,1755.8244
759,9877,2820,1347,856.9143,5042.1624,1898.8101
760,9792,2796,1335,909.909,5353.1313,2015.7984
761,10075,2877,1373,884.2449,5203.4796,1959.4707
762,10970,3133,1495,831.5835,4892.5107,1842.4824
763,11092,3168,1512,684.5982,4029.2637,1517.1816
764,10820,3090,1475,502.9497,2958.3708,1114.2219
765,10384,2965,1416,363.9636,2141.1192,806.2527
766,9678,2764,1319,273.9726,1611.5055,606.9393
767,8738,2495,1191,162.3171,955.5711,359.964
768,7904,2258,1077,91.9908,540.9459,203.6463
769,7365,2103,1004,61.9938,364.9635,137.3196
770,7087,2024,966,45.3288,267.6399,100.6566
771,6960,1988,949,63.9936,376.9623,141.9858
772,6971,1991,950,148.6518,875.5791,329.6337
773,7203,2057,982,320.3013,1884.8115,709.929
774,7953,2271,1084,514.6152,3028.0305,1140.2193
775,9355,2672,1275,636.603,3745.2921,1410.5256
776,10098,2884,1377,729.5937,4292.5707,1616.505
777,10236,2923,1395,768.9231,4523.5476,1703.4963
778,10329,2950,1408,735.5931,4329.2337,1630.1703
779,10429,2979,1422,731.5935,4304.9028,1621.1712
780,10452,2985,1425,758.5908,4462.887,1680.4986
781,10410,2973,1419,805.9194,4742.5257,1785.8214
782,10392,2968,1417,836.9163,4924.8408,1854.8145
783,10359,2958,1412,905.2428,5326.134,2005.7994
784,10453,2985,1425,960.9039,5654.4345,2129.4537
785,10905,3115,1487,934.2399,5496.4503,2069.793
786,11580,3307,1579,878.2455,5168.1498,1946.1387
787,11613,3316,1583,723.261,4256.241,1602.8397
788,11346,3241,1547,531.2802,3125.3541,1176.8823
789,10934,3123,1491,384.2949,2261.7738,851.9148
790,10226,2920,1394,289.3044,1702.4964,641.2692
791,9304,2657,1268,171.6495,1009.2324,379.962
792,8477,2421,1156,96.9903,571.6095,215.3118
793,7935,2266,1082,95.3238,561.6105,211.6455
794,7646,2184,1042,67.3266,396.2937,149.3184
795,7543,2154,1028,65.3268,383.6283,144.6522
796,7558,2158,1030,91.3242,538.2795,202.6464
797,7791,2225,1062,169.6497,998.2335,375.9624
798,8547,2440,1165,278.6388,1639.1694,617.2716
799,9940,2839,1355,422.9577,2488.7511,937.2396
800,10626,3035,1449,574.6092,3379.9953,1272.8727
801,10710,3059,1460,728.2605,4285.2381,1613.8386
802,10685,3051,1457,806.586,4745.5254,1787.1546
803,10660,3045,1454,832.5834,4899.8433,1845.1488
804,10557,3015,1439,870.9129,5123.8209,1929.4737
805,10365,2960,1413,925.2408,5444.7888,2050.4616
806,10235,2923,1395,965.9034,5682.765,2140.1193
807,10076,2878,1373,1013.232,5962.0704,2245.1088
808,10023,2863,1367,1039.5627,6116.3883,2303.4363
809,10322,2948,1407,987.9012,5812.0854,2188.7811
810,11148,3184,1519,893.5773,5257.1409,1979.802
811,11260,3216,1535,742.5924,4368.5631,1645.1688
812,10982,3136,1497,577.2756,3396.6603,1279.2054
813,10613,3030,1447,440.6226,2591.7408,975.9024
814,10061,2873,1372,343.9656,2023.131,761.9238
815,9309,2659,1269,239.976,1412.5254,531.9468
816,8499,2427,1159,155.3178,913.5753,343.9656
817,7901,2256,1077,95.9904,565.2768,212.9787
818,7570,2162,1032,123.6543,727.2606,273.9726
819,7387,2109,1007,45.3288,266.3067,100.3233
820,7316,2089,997,70.6596,415.9584,156.651
821,7371,2105,1004,131.9868,776.9223,292.6374
822,7638,2181,1041,216.645,1274.8725,479.952
823,8163,2331,1113,330.9669,1947.1386,733.26
824,8703,2485,1186,468.6198,2756.391,1038.2295
825,9272,2648,1264,612.2721,3602.973,1356.8643
826,9619,2747,1312,787.9212,4636.5363,1746.1587
827,9738,2781,1328,900.2433,5296.4703,1994.4672
828,9663,2760,1318,923.241,5433.4566,2046.1287
829,9503,2714,1296,919.2414,5408.4591,2036.7963
830,9303,2657,1268,891.5775,5246.4753,1975.8024
831,9178,2621,1252,872.5794,5134.4865,1933.4733
832,9189,2625,1252,834.5832,4910.5089,1849.1484
833,9551,2728,1302,794.2539,4673.8659,1760.1573
834,10473,2991,1428,711.9288,4188.2478,1577.1756
835,10674,3048,1455,612.2721,3602.973,1356.8643
836,10427,2978,1422,489.6177,2881.0452,1084.8915
837,10133,2894,1382,390.2943,2295.7704,864.5802
838,9685,2766,1320,303.303,1785.4881,672.2661
839,9087,2595,1239,218.6448,1287.2046,484.9515
840,8459,2416,1153,148.9851,876.579,329.967
841,7956,2272,1085,53.9946,316.9683,119.3214
842,7671,2191,1045,40.6626,238.9761,89.991
843,7538,2153,1028,58.3275,342.9657,129.3204
844,7501,2142,1023,133.32,784.9215,295.6371
845,7559,2158,1030,274.6392,1616.505,608.9391
846,7779,2222,1060,446.9553,2630.4036,990.5676
847,8146,2326,1110,559.6107,3293.004,1240.2093
848,8595,2454,1171,641.2692,3773.9559,1421.1912
849,9189,2625,1252,674.5992,3968.9364,1494.5172
850,9570,2733,1305,714.2619,4202.913,1582.8417
851,9729,2778,1326,846.9153,4982.5017,1876.479
852,9782,2794,1333,901.9098,5307.4692,1998.8001
853,9742,2782,1328,928.5738,5463.4536,2057.4609
854,9604,2743,1309,910.9089,5359.464,2018.1315
855,9506,2715,1296,901.9098,5307.4692,1998.8001
856,9559,2730,1303,864.5802,5086.4913,1915.4751
857,9975,2849,1360,820.2513,4826.5173,1817.4849
858,10870,3104,1482,725.2608,4267.5732,1607.1726
859,10727,3063,1463,603.9396,3552.978,1337.8662
860,10204,2915,1391,460.2873,2708.3958,1019.898
861,9940,2839,1355,349.965,2058.4608,775.2558
862,9511,2716,1297,243.9756,1434.8565,540.2793
863,9184,2623,1252,150.9849,888.9111,334.6332
864,8431,2408,1149,89.3244,524.9475,197.6469
865,7866,2246,1072,82.9917,488.9511,184.3149
866,7599,2170,1036,59.994,353.298,132.9867
867,7502,2143,1023,55.3278,325.9674,122.6544
868,7529,2150,1026,81.9918,482.2851,181.6485
869,7768,2219,1059,147.6519,869.5797,327.3006
870,8497,2427,1158,242.3091,1426.524,537.2796
871,9827,2806,1340,365.9634,2153.4513,810.9189
872,10489,2995,1430,499.95,2941.3725,1107.5559
873,10582,3022,1443,631.6035,3715.6284,1399.1934
874,10526,3006,1435,700.5966,4123.2543,1552.8447
875,10498,2998,1431,722.5944,4252.2414,1601.5065
876,10405,2971,1418,753.9246,4435.5564,1670.4996
877,10220,2919,1393,802.2531,4720.8612,1777.8222
878,10077,2878,1374,838.2495,4931.5068,1857.1476
879,9898,2827,1349,877.2456,5162.4837,1944.1389
880,9825,2805,1339,899.2434,5291.4708,1992.8007
881,10130,2893,1381,855.5811,5033.4966,1895.4771
882,11094,3168,1513,774.5892,4557.8775,1716.495
883,11372,3248,1550,642.9357,3783.6216,1424.8575
884,11090,3167,1512,497.6169,2927.7072,1102.5564
885,10602,3028,1445,379.962,2234.7765,841.5825
886,9842,2811,1342,294.3039,1732.1601,652.2681
887,8928,2549,1217,206.646,1215.8784,457.9542
888,8095,2312,1104,131.6535,774.2559,291.6375
889,7570,2162,1032,56.3277,330.6336,124.6542
890,7296,2083,994,41.3292,242.6424,91.3242
891,7187,2053,979,57.9942,341.6325,128.6538
892,7201,2056,982,134.9865,793.9206,298.9701
893,7441,2125,1014,290.3043,1708.8291,643.6023
894,8197,2341,1117,466.62,2745.3921,1033.8966
895,9544,2725,1301,577.2756,3395.6604,1278.8721
896,10218,2918,1393,661.6005,3891.9441,1465.5201
897,10289,2939,1403,696.9303,4101.5898,1544.5122
898,10297,2940,1403,666.9333,3924.9408,1478.1855
899,10306,2944,1405,663.267,3902.943,1469.853
900,10273,2934,1400,687.5979,4046.262,1523.8476
901,10169,2904,1386,730.9269,4299.9033,1619.1714
902,10091,2882,1376,758.9241,4465.2201,1681.4985
903,9965,2846,1358,820.5846,4829.1837,1818.4848
904,9973,2848,1359,871.2462,5126.8206,1930.8069
905,10317,2946,1407,846.9153,4983.5016,1876.8123
906,11227,3206,1530,796.2537,4685.8647,1764.4902
907,11454,3271,1561,655.9344,3858.9474,1453.188
908,11223,3205,1530,481.6185,2833.3833,1067.2266
909,10814,3088,1474,348.6318,2050.7949,772.2561
910,10112,2888,1378,262.3071,1543.5123,581.2752
911,9190,2625,1253,155.6511,915.2418,344.6322
912,8397,2398,1145,87.9912,518.2815,194.9805
913,7897,2255,1076,58.6608,345.2988,129.987
914,7658,2187,1044,42.9957,253.308,95.3238
915,7580,2164,1033,60.6606,356.9643,134.3199
916,7627,2179,1040,140.9859,828.9171,311.9688
917,7884,2252,1075,303.303,1784.4882,671.9328
918,8679,2479,1183,487.2846,2866.38,1079.5587
919,10080,2879,1374,602.6064,3545.6454,1335.1998
920,10760,3073,1467,690.5976,4063.5936,1530.1803
921,10844,3096,1479,727.9272,4282.2384,1612.8387
922,10789,3081,1471,696.597,4098.2568,1543.179
923,10722,3062,1462,692.5974,4075.2591,1534.5132
924,10601,3028,1445,717.9282,4224.9108,1591.1742
925,10436,2980,1423,762.9237,4489.551,1690.8309
926,10348,2955,1411,792.2541,4662.2004,1755.8244
927,10257,2930,1398,856.9143,5042.1624,1898.8101
928,10355,2957,1412,909.909,5353.1313,2015.7984
929,10783,3080,1470,884.2449,5203.4796,1959.4707
930,11617,3318,1584,831.5835,4892.5107,1842.4824
931,11749,3356,1602,684.5982,4029.2637,1517.1816
932,11456,3271,1562,502.9497,2958.3708,1114.2219
933,11004,3143,1500,363.9636,2141.1192,806.2527
934,10258,2930,1398,273.9726,1611.5055,606.9393
935,9264,2646,1263,162.3171,955.5711,359.964
936,8424,2406,1148,91.9908,540.9459,203.6463
937,7872,2249,1073,61.9938,364.9635,137.3196
938,7595,2169,1035,45.3288,267.6399,100.6566
939,7465,2132,1018,63.9936,376.9623,141.9858
940,7474,2134,1019,148.6518,875.5791,329.6337
941,7725,2206,1053,320.3013,1884.8115,709.929
942,8508,2429,1160,514.6152,3028.0305,1140.2193
943,9893,2825,1349,636.603,3745.2921,1410.5256
944,10531,3008,1436,729.5937,4292.5707,1616.505
945,10533,3008,1436,768.9231,4523.5476,1703.4963
946,10448,2984,1424,735.5931,4329.2337,1630.1703
947,10389,2967,1416,731.5935,4304.9028,1621.1712
948,10273,2934,1401,758.5908,4462.887,1680.4986
949,10107,2886,1378,805.9194,4742.5257,1785.8214
950,10000,2856,1363,836.9163,4924.8408,1854.8145
951,9842,2810,1342,905.2428,5326.134,2005.7994
952,9815,2803,1338,960.9039,5654.4345,2129.4537
953,10105,2886,1378,934.2399,5496.4503,2069.793
